accession_number,dataset_url,dataset_name,num_subjects,modalities,dx_status,ages,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author
ds003089,https://openneuro.org/datasets/ds003089/versions/1.0.1,Somatosensory_hierarchical_gradients,20,"MRI - func, MRI - anat",,,https://doi.org/10.1016/j.neuroimage.2020.117257; https://doi.org/10.1093/braincomms/fcaa003,,"Loewenstein, Yonatan"
ds003090,https://openneuro.org/datasets/ds003090/versions/1.0.0,fetal-fMRI,159,MRI - func,Healthy / Control,,https://doi.org/10.1101/525386,,"Thomason, Moriah"
ds003094,https://openneuro.org/datasets/ds003094/versions/1.0.0,Analogical reasoning sequential design fMRI,16,"MRI - func, MRI - anat",Healthy / Control,,,,"Monti, Martin M."
ds003095,https://openneuro.org/datasets/ds003095/versions/1.0.0,Polarization Dataset,38,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",https://doi.org/10.1101/2020.04.30.071084,,"Zaki, J."
ds003096,https://openneuro.org/datasets/ds003096/versions/1.0.2,Valuation of peers' safe choices is associated with substance-naivete in adolescents',31,"MRI - anat, MRI - func",,,,,"PH, Chiu"
ds003097,https://openneuro.org/datasets/ds003097/versions/1.2.1,AOMIC-ID1000,928,"MRI - dwi, MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",,https://doi.org/10.1101/2020.06.16.155317,"Scholte, Steven"
ds003098,https://openneuro.org/datasets/ds003098/versions/1.0.0,ABCD protocol for BCBP,1,MRI - anat,,,,,"Thorsen, Anders Lillevik"
ds003103,https://openneuro.org/datasets/ds003103/versions/1.0.1,Consensus-seeking and conflict-resolving: an fMRI study on college couples’ shopping interaction,30,"MRI - func, MRI - anat",Healthy / Control,,https://doi.org/10.1101/2020.03.11.986786,https://www.biorxiv.org/content/10.1101/2020.03.11.986786v1,"Kung, Chun-Chia"
ds003104,https://openneuro.org/datasets/ds003104/versions/1.0.0,MNE-somato-data-bids (anonymized),1,"MRI - anat, MEG",,,,,"Höchenberger, Richard"
ds003114,https://openneuro.org/datasets/ds003114/versions/1.0.1,How ovarian hormones influence the behaviroal activation and inhibition system through the dopamine pathway,49,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",10.1371/journal.pone.0237032,"Wang J-X, Zhuang J-Y, Fu L, Lei Q, Fan M, Zhang W (2020) How ovarian hormones influence the behavioral activation and inhibition system through the dopamine pathway. PLoS ONE 15(8): e0237032. https://doi.org/10.1371/journal.pone.0237032","Qin, Lei"
ds003126,https://openneuro.org/datasets/ds003126/versions/1.3.1,,58,"MRI - func, MRI - anat",,0-10,,,"Landerl, Karin"
ds003136,https://openneuro.org/datasets/ds003136/versions/1.0.0,Postnatal Affective MRI Dataset,25,"MRI - func, MRI - anat",,"18-25, 26-34",10.1016/j.dcn.2018.01.002,,"Haigler, Katherine"
ds003138,https://openneuro.org/datasets/ds003138/versions/1.0.1,TODO: name of the dataset,53,"MRI - dwi, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",,,"Fink, Andreas"
ds003145,https://openneuro.org/datasets/ds003145/versions/1.0.2,BOLD Verb Generation,147,"T1w, bold, sbref, fieldmap",,,,,"Watkins, Kate"
ds003146,https://openneuro.org/datasets/ds003146/versions/1.0.2,Vocal task,33,"MRI - func, MRI - anat",Healthy / Control,,10.1371/journal.pone.0222796,,"Concha, Luis"
ds003148,https://openneuro.org/datasets/ds003148/versions/1.0.1,Neuroimaging evidence for network sampling theory of human intelligence,60,"MRI - func, MRI - anat",,,,,"Soreq, Eyal"
ds003151,https://openneuro.org/datasets/ds003151/versions/2.0.1,Brain activity during a post-stress working memory task across the hormonal contraceptive cycle,20,"MRI - func, MRI - perf, MRI - anat",Healthy / Control,,https://doi.org/10.1016/j.ynstr.2020.100248,,"Mather, Mara"
ds003170,https://openneuro.org/datasets/ds003170/versions/2.0.0,changepoint fmri,16,"MRI - func, MRI - anat",,,10.1101/2020.05.11.089094,,"Kable, Joseph W."
ds003171,https://openneuro.org/datasets/ds003171/versions/2.0.1,Using anesthesia-induced loss of consciousness to identify biomarkers of conscious awareness in the healthy human brain,17,"MRI - func, MRI - dwi, MRI - anat",,,,,"Nichols, Emily Sophia"
ds003176,https://openneuro.org/datasets/ds003176/versions/2.0.1,TODO: name of the dataset,34,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Benedek, Mathias"
ds003190,https://openneuro.org/datasets/ds003190/versions/1.0.1,Assesment of the visual stimuli properties in P300 paradigm,19,"channels, eeg, events",,,,,"Antelis, Javier M."
ds003192,https://openneuro.org/datasets/ds003192/versions/1.0.1,EuskalIBUR,7,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",,http://biorxiv.org/content/early/2020/08/19/2020.08.18.256479.abstract,"Caballero-Gaudes, César"
ds003194,https://openneuro.org/datasets/ds003194/versions/1.0.4,Neuroepo multisession,15,EEG,,,,,"Ibanez, Ivonne Pedroso"
ds003195,https://openneuro.org/datasets/ds003195/versions/1.0.4,Placebo Neuroepo multisession,10,EEG,,,,,"Ibanez, Ivonne Pedroso"
ds003216,https://openneuro.org/datasets/ds003216/versions/3.0.11,Whole brain layer-fMRI connectome: An open dataset,3,"MRI - func, MRI - anat",,26-34,,,"Huber, Renzo"
ds003233,https://openneuro.org/datasets/ds003233/versions/1.2.1,Think Like an Expert,25,"MRI - func, MRI - anat",,"18-25, 26-34",https://doi.org/10.1038/s41467-021-22202-3,,"Hasson, Uri"
ds003242,https://openneuro.org/datasets/ds003242/versions/1.0.0,"MRI data of 40 adult participants in response to a cue induced craving task following food fasting, social isolation and baseline (within-subject design)",96,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",[under revision],"Tomova, L., et al. (2020). Acute social isolation evokes midbrain craving responses similar to hunger. Nat Neurosci 23, 1597–1605.   https://www.nature.com/articles/s41593-020-00742-z ","Saxe, Rebecca"
ds003325,https://openneuro.org/datasets/ds003325/versions/1.0.0,In vivo T1w MRI of a TDP-43 knock-in mouse model of ALS-FTD,33,MRI - anat,,,"10.1038/s41593-018-0113-5, 10.1186/s40478-019-0800-9 ",https://doi.org/10.1101/2020.05.24.107177,"Sreedharan, Jemeen"
ds003338,https://openneuro.org/datasets/ds003338/versions/1.1.0,bball,20,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",10.1101/2020.03.26.008714,https://www.biorxiv.org/content/10.1101/2020.03.26.008714v2,"Norman, Kenneth"
ds003340,https://openneuro.org/datasets/ds003340/versions/1.0.4,Tasting Pictures: Viewing Images of Foods Evokes Taste-Quality-Specific Activity in Gustatory Insular Cortex,20,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",https://doi.org/10.1101/2020.10.14.307454,https://doi.org/10.1101/2020.10.14.307454,"Martin, Alex"
ds003342,https://openneuro.org/datasets/ds003342/versions/1.0.0,Hand-selective visual regions represent how to grasp 3D tools for use: brain decoding during real actions,19,"MRI - func, MRI - anat",Healthy / Control,,https://doi.org/10.1101/2020.10.14.339606,https://doi.org/10.1101/2020.10.14.339606,"Rossit, Stephanie"
ds003343,https://openneuro.org/datasets/ds003343/versions/2.0.1,Disentangling the percepts of illusory movement and sensory stimulation during tendon vibration in the EEG,20,EEG,,"18-25, 26-34",,,"Diserens, Karin"
ds003345,https://openneuro.org/datasets/ds003345/versions/1.0.2,PenaltyKik.02,75,"MRI - func, MRI - anat",,,,,"Pearson, John"
ds003346,https://openneuro.org/datasets/ds003346/versions/1.1.2,SUDMEX_TMS: The Mexican dataset of an rTMS clinical trial on cocaine use disorder patients.,144,"MRI - dwi, MRI - anat, MRI - func",,"18-25, 26-34, 35-50",,,"Rasgado, Jalil"
ds003352,https://openneuro.org/datasets/ds003352/versions/1.0.0,,18,MEG,,"11-17, 18-25, 26-34",,,"Conway, Bevil R."
ds003354,https://openneuro.org/datasets/ds003354/versions/1.0.1,Effective Connectivity of Empathy and Theory of Mind in Individuals with High Psychopathic Traits,10,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Jansen, Andreas"
ds003357,https://openneuro.org/datasets/ds003357/versions/1.0.0,The influence of heart rate variability biofeedback on cardiac regulation and functional brain connectivity,32,"MRI - func, MRI - anat",,,,,"B{""a}r, Karl-J{""u}rgen"
ds003358,https://openneuro.org/datasets/ds003358/versions/1.0.0,Brain Dynamics During Flow Experiences,35,"T1w, bold, events",,"18-25, 26-34, 35-50, 51-65",https://doi.org/10.1093/joc/jqab044,,"Najera, Christina J."
ds003367,https://openneuro.org/datasets/ds003367/versions/1.0.0,Ascending arousal network connectivity during recovery from traumatic coma,40,MRI - dwi,,,,,"Edlow, Brian L."
ds003374,https://openneuro.org/datasets/ds003374/versions/1.1.1,Dataset of neurons and intracranial EEG from human amygdala during aversive dynamic visual stimulation,9,iEEG,,"18-25, 26-34, 35-50",,,"Sarnthein, Johannes"
ds003380,https://openneuro.org/datasets/ds003380/versions/1.0.0,"Corticothalamic communication under analgesia, sedation and gradual ischemia: a multimodal model of controlled gradual cerebral ischemia in pig",1,EEG,,,,,"Bauer, Reinhard"
ds003381,https://openneuro.org/datasets/ds003381/versions/1.0.1,Estimation of in-scanner head pose changes during structural MRI using a convolutional neural network trained on eye tracker video,21,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50, 51-65, 66+",,,"Devinsky, Orrin"
ds003382,https://openneuro.org/datasets/ds003382/versions/1.5.0,Monash vis-fPET-fMRI,10,"MRI - func, PET_Static, MRI - anat, PET_Dynamic, PET",,"18-25, 26-34, 35-50",https://doi.org/10.1016/j.neuroimage.2019.01.003,"Jamadar, S. D., Ward, P. G., Li, S., Sforazzini, F., Baran, J., Chen, Z., & Egan, G. F. (2019). Simultaneous task-based BOLD-fMRI and [18-F] FDG functional PET for measurement of neuronal metabolism in the human visual cortex. Neuroimage, 189, 258-266. DOI: 10.1016/j.neuroimage.2019.01.003","Egan, Gary"
ds003392,https://openneuro.org/datasets/ds003392/versions/1.0.4,NeuroSpin hMT+ Localizer DATA (MEG & aMRI),11,"MRI - anat, MEG",,,,,"Wassenhove, Virginie van"
ds003397,https://openneuro.org/datasets/ds003397/versions/1.2.3,Monash-vis2PET-MR,15,"PET_Dynamic, MRI - func, MRI - anat, PET",Healthy / Control,18-25,https://doi.org/10.1101/2021.08.02.454708,https://doi.org/10.1101/2021.08.02.454708,"Egan, Gary F"
ds003401,https://openneuro.org/datasets/ds003401/versions/1.0.1,TODO: ASRT,35,"T1w, bold, events",,"18-25, 26-34",,,"Jeon, Hyeon-Ae"
ds003404,https://openneuro.org/datasets/ds003404/versions/1.0.3,Brain Network Mechanisms of Visual Shape Completion,20,"MRI - func, MRI - anat",,,,,"Cole, Michael W"
ds003416,https://openneuro.org/datasets/ds003416/versions/2.0.2,"MASiVar: Multisite, Multiscanner, and Multisubject Acquisitions for Studying Variability in Diffusion Weighted Magnetic Resonance Imaging",97,"MRI - dwi, MRI - anat",,"0-10, 18-25, 26-34, 35-50",,,"Landman, Bennett A."
ds003417,https://openneuro.org/datasets/ds003417/versions/1.0.1,3D Mapping of Neurofibrillary Tangle Burden in the Human Medial Temporal Lobe,18,MRI - anat,,,,,"Insausti, Ricardo"
ds003420,https://openneuro.org/datasets/ds003420/versions/1.0.2,Dataset 1,23,EEG,,"18-25, 26-34, 35-50",,,"Hassan, Mahmoud"
ds003421,https://openneuro.org/datasets/ds003421/versions/1.0.2,Dataset 2,20,EEG,,"18-25, 35-50",,,"Hassan, Mahmoud"
ds003424,https://openneuro.org/datasets/ds003424/versions/1.0.0,Identification of an Amygdala-Thalamic Circuit That Acts as a Central Gain Mechanism in Taste Perception,28,"MRI - func, MRI - dwi, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",https://doi.org/10.1523/JNEUROSCI.2618-19.2020,,"Small, Dana"
ds003425,https://openneuro.org/datasets/ds003425/versions/1.0.2,Fear in the mind's eye: Mental imagery can generate and regulate acquired differential fear conditioned reactivity,13,"MRI - func, MRI - anat",,,,,"Kaplan, Jonas"
ds003427,https://openneuro.org/datasets/ds003427/versions/1.0.0,Effects of Phase Regression on High-Resolution Functional MRI of the Primary Visual Cortex,4,"MRI - func, MRI - anat",,,,,"Gati, Joseph S"
ds003430,https://openneuro.org/datasets/ds003430/versions/1.2.0,Visual image reconstruction from human brain activity during selective attention unveils subjective visual images,7,"MRI - func, MRI - anat",Healthy / Control,,,,"Kamitani, Yukiyasu"
ds003433,https://openneuro.org/datasets/ds003433/versions/1.0.1,newbi4fmri Localizer,18,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003434,https://openneuro.org/datasets/ds003434/versions/1.0.1,newbi4fmri Main Experiment,18,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003436,https://openneuro.org/datasets/ds003436/versions/1.0.0,Agreeableness personality trait and social information encoding,55,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Rumiati, Raffaella I."
ds003437,https://openneuro.org/datasets/ds003437/versions/1.0.2,Protecting the Aging Brain - Diet-Study,12,"MRI - func, MRI - anat",,,10.1073/pnas.1913042117,,"Clarke, Kieran"
ds003438,https://openneuro.org/datasets/ds003438/versions/1.0.0,newbi4fmri2020 Variant1 Suboptimal Block Designs,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003439,https://openneuro.org/datasets/ds003439/versions/1.0.0,newbi4fmri2020 Variant2 Suboptimal Slow Event Related,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003440,https://openneuro.org/datasets/ds003440/versions/1.0.0,newbi4fmri2020 Variant3 Caffeine,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003441,https://openneuro.org/datasets/ds003441/versions/1.0.0,newbi4fmri2020 Variant4 Motion,2,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003442,https://openneuro.org/datasets/ds003442/versions/1.0.0,newbi4fmri2020 Variant5 Suboptimal Event Related,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003443,https://openneuro.org/datasets/ds003443/versions/1.0.0,newbi4fmri2020 Variant6 Adaptation,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003444,https://openneuro.org/datasets/ds003444/versions/1.0.0,newbi4fmri2020 Variant7 Prosopagnosia,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003445,https://openneuro.org/datasets/ds003445/versions/1.0.0,newbi4fmri2020 Variant8 Resting State,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003446,https://openneuro.org/datasets/ds003446/versions/1.0.0,newbi4fmri2020 Variant9 7T,1,"MRI - func, MRI - anat",,,,,"Cusiac, Rebekka Lagace"
ds003452,https://openneuro.org/datasets/ds003452/versions/1.0.1,DMCC13benchmark,13,"MRI - func, MRI - anat",,"26-34, 35-50",,,"Braver, Todd S."
ds003453,https://openneuro.org/datasets/ds003453/versions/1.0.4,"Protecting the Aging Brain, Bolus-Study",39,"MRI - func, MRI - anat",,,https://doi.org/10.1073/pnas.1913042117,,"Clarke, Kieran"
ds003454,https://openneuro.org/datasets/ds003454/versions/1.0.1,Reward Learning + RAPM Task,24,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Graham, Lauren K."
ds003455,https://openneuro.org/datasets/ds003455/versions/1.0.2,"Protecting the Aging Brain, Case-Study",1,"MRI - func, MRI - anat",,,https://doi.org/10.1073/pnas.1913042117,,"Clarke, Kieran"
ds003458,https://openneuro.org/datasets/ds003458/versions/1.1.0,ThreeArmedBandit,23,EEG,,18-25,,,"jcavanagh@unm.edu, James F Cavanagh "
ds003459,https://openneuro.org/datasets/ds003459/versions/1.0.2,Component processes of word reading in adults and children,34,"MRI - func, MRI - anat",,,,,"Parrish, Todd R."
ds003463,https://openneuro.org/datasets/ds003463/versions/1.0.2,In vivo multi-parametric manganese-enhanced MRI for detecting senile plaques in rodent models of Alzheimer’s disease,22,MRI - anat,,,,,"Cash, Diana"
ds003464,https://openneuro.org/datasets/ds003464/versions/1.0.1,Mouse_opto_INS,18,"MRI - func, MRI - anat",,,,,"Grandjean, Joanes"
ds003465,https://openneuro.org/datasets/ds003465/versions/1.0.6,DMCC55B,55,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Etzel, Joset A."
ds003466,https://openneuro.org/datasets/ds003466/versions/1.1.1,TODO: name of the dataset,21,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Bandettini, Peter A."
ds003468,https://openneuro.org/datasets/ds003468/versions/1.1.0,IQSEC2_fcMRI,26,"MRI - func, MRI - anat",,,,,"Kahn, Itamar"
ds003469,https://openneuro.org/datasets/ds003469/versions/1.0.0,Speech disfluencies: Neurophysiological aspect in normal population,81,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Sinitsyn, Valentin E."
ds003470,https://openneuro.org/datasets/ds003470/versions/2.0.0,MRI Lab Graz: Target processing in overt serial visual search involves the dorsal attention network: A fixation-based event-related fMRI study.,20,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Körner, Christof"
ds003474,https://openneuro.org/datasets/ds003474/versions/1.1.0,ProbabilisticSelection,122,EEG,,18-25,,,"jcavanagh@unm.edu, James F Cavanagh "
ds003478,https://openneuro.org/datasets/ds003478/versions/1.1.0,Rest,122,EEG,,18-25,,,"jcavanagh@unm.edu, James F Cavanagh "
ds003481,https://openneuro.org/datasets/ds003481/versions/1.0.3,Pragmatic Language,145,"MRI - func, MRI - anat",,,https://doi.org/10.3389/fnhum.2021.666210,,"Giordano, M"
ds003483,https://openneuro.org/datasets/ds003483/versions/1.0.2,raz_leon,21,MEG,,,,,"Alemany, PI: Francisco Salto"
ds003484,https://openneuro.org/datasets/ds003484/versions/1.0.0,Foraging in competitive and hazardous environments,20,MRI - anat,,,,,"Mobbs, Dean"
ds003487,https://openneuro.org/datasets/ds003487/versions/2.0.0,Wanting and Liking within the Human Ventral Striatum,24,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",,,"Sander, David"
ds003490,https://openneuro.org/datasets/ds003490/versions/1.1.0,Rest,50,EEG,,"35-50, 51-65, 66+",,,"jcavanagh@unm.edu, James F Cavanagh "
ds003495,https://openneuro.org/datasets/ds003495/versions/1.0.0,dStreamUpgrade,24,"MRI - func, MRI - dwi, MRI - anat",Healthy / Control,,,,"Scholte, Steven"
ds003498,https://openneuro.org/datasets/ds003498/versions/1.1.1,iEEG Interictal Asleep HFO Dataset,20,iEEG,Epilepsy,,https://doi.org/10.1038/s41598-017-13064-1,,"J., Sarnthein"
