Dataset Name,Link,Paper Link,Source / Institutions (Location),Ethics Approval,Is Age Explicitly Documented,Age Documented How,Is Age Complete,Patient Demographics / Covariates / Metadata,Sample Size,Imaging Modality(ies),Peds vs. Adult,Organ / Body Part
ds004733,https://openneuro.org/datasets/ds004733/versions/1.0.0,,,"National Institutes of Health Combined Neurosciences Institutional Review Board (09-M-N230, NCT00884702)
Walter Reed Army Institute of Research Institutional Review Board
National Institutes of Health Radioactive Drug Research Committee
National Institutes of Health Radiation Safety Committee",True,Patient-Level,True,"Avg. Age: 22.76 years
Age Range: 19.00 to 27.00 years","Patients: 17
Sequences: 17",MRI,Adult,Brain
ds004737,https://openneuro.org/datasets/ds004737/versions/2.0.0,https://doi.org/10.1101/2023.02.22.529546,,,True,Patient-Level,False,"Avg. Age: 25.00 years
Age Range: 20.00 to 31.00 years","Patients: 20
Sequences: 20",MRI,Adult,Brain
ds004743,https://openneuro.org/datasets/ds004743/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 22.42 years
Age Range: 20.00 to 27.00 years","Patients: 19
Sequences: 19",MRI,Adult,Brain
ds004746,https://openneuro.org/datasets/ds004746/versions/1.0.1,https://doi.org/10.1038/s41467-024-50103-8,,The institutional review board of the University of Colorado Boulder,True,Patient-Level,True,"Avg. Age: 36.07 years
Age Range: 27.00 to 77.00 years","Patients: 397
Sequences: 397",MRI,Adult,Brain
ds004765,https://openneuro.org/datasets/ds004765/versions/1.0.0,,,,False,,,,"Patients: 71
Sequences: 71",MRI,,Brain
ds004767,https://openneuro.org/datasets/ds004767/versions/1.0.0,,,,False,,,,"Patients: 55
Sequences: 55",MRI,,Brain
ds004775,https://openneuro.org/datasets/ds004775/versions/1.1.1,,,Approved by the Internal Review Board of Michigan State University East Lansing,True,Patient-Level,True,"Avg. Age: 20.39 years
Age Range: 18.00 to 24.00 years","Patients: 28
Sequences: 28",MRI,Adult,Brain
ds004776,https://openneuro.org/datasets/ds004776/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 1.50 years
Age Range: 1.50 to 1.50 years","Patients: 1
Sequences: 1",MRI,Peds,Brain
ds004783,https://openneuro.org/datasets/ds004783/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 29.19 years
Age Range: 19.00 to 43.00 years","Patients: 26
Sequences: 26",MRI,Adult,Brain
ds004786,https://openneuro.org/datasets/ds004786/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 23.20 years
Age Range: 20.00 to 29.00 years","Patients: 40
Sequences: 40",MRI,Adult,Brain
ds004787,https://openneuro.org/datasets/ds004787/versions/1.1.0,,,,True,Patient-Level,True,"Avg. Age: 34.80 years
Age Range: 25.00 to 65.00 years","Patients: 5
Sequences: 5",MRI,Adult,Brain
ds004791,https://openneuro.org/datasets/ds004791/versions/1.0.0,,,,False,,,,"Patients: 68
Sequences: 68",MRI,,Brain
ds004795,https://openneuro.org/datasets/ds004795/versions/1.0.0,,,"All data is derived from the MR-ART dataset, thus no separate ethical approval was obtained. The MR-ART study protocol was approved by the National Institute of Pharmacy and Nutrition (file number: OGYÉI/70184/2017).",True,Patient-Level,True,"Avg. Age: 30.01 years
Age Range: 18.15 to 74.80 years","Patients: 148
Sequences: 148",MRI,Adult,Brain
ds004797,https://openneuro.org/datasets/ds004797/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 335.30 years
Age Range: 327.00 to 340.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004798,https://openneuro.org/datasets/ds004798/versions/1.0.5,,,All experimental protocols were approved by the Institutional Review Boards of the California Institute of Technology (Caltech) and Cedars-Sinai Medical Center (CSMC),True,Patient-Level,True,"Avg. Age: 37.87 years
Age Range: 18.00 to 67.00 years","Patients: 15
Sequences: 15",MRI,Adult,Brain
ds004808,https://openneuro.org/datasets/ds004808/versions/1.0.0,https://osf.io/td5kp/,,"French national ethics committee (Comité de Protection des Personnes Ile de France 3, approval #2018-A03195-50)",True,Patient-Level,True,"Avg. Age: 27.04 years
Age Range: 20.00 to 36.00 years","Patients: 24
Sequences: 24",MRI,Adult,Brain
ds004814,https://openneuro.org/datasets/ds004814/versions/1.0.0,,,,False,,,,"Patients: 6
Sequences: 6",MRI,,Brain
ds004815,https://openneuro.org/datasets/ds004815/versions/1.0.1,,"In vivo 7T MRI dataset probing the auditory system (cortical and subcortical) collected at Maastricht University (Scannexus) by Michelle Moerel, Faruk Gulban, and Federico De Martino",,True,Patient-Level,True,"Avg. Age: 28.12 years
Age Range: 23.00 to 32.00 years","Patients: 8
Sequences: 8",MRI,Adult,Brain
ds004829,https://openneuro.org/datasets/ds004829/versions/1.0.1,,,,False,,,,"Patients: 30
Sequences: 30",MRI,,Brain
ds004835,https://openneuro.org/datasets/ds004835/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 25.00 years
Age Range: 23.00 to 27.00 years","Patients: 6
Sequences: 6",MRI,Adult,Brain
ds004837,https://openneuro.org/datasets/ds004837/versions/1.0.0,,,,False,,,,"Patients: 60
Sequences: 60",MRI,,Brain
ds004848,https://openneuro.org/datasets/ds004848/versions/1.0.1,,,,False,,,,"Patients: 73
Sequences: 73",MRI,,Brain
ds004856,https://openneuro.org/datasets/ds004856/versions/1.2.0,,,"The University of Texas Southwestern Medical Center Institutional Review Board (IRB #s: STU 072010-112, 072010-219, 092015-003)",True,Patient-Level,True,"Avg. Age: 58.31 years
Age Range: 21.00 to 89.00 years","Patients: 464
Sequences: 464",MRI,Adult,Brain
ds004866,https://openneuro.org/datasets/ds004866/versions/1.0.0,"10.1162/jocn_a_01858,10.48550/arXiv.2305.09057,10.48550/arXiv.2305.13226","Casey
Department of Computer Science & Department of Music, Dartmouth College, USA

Shihab Shamma
Department of Electrical and Computer Engineering
Institute for Systems Research
University of Maryland College Park, USA
&
Laboratoire des Systèmes Perceptifs, Département d’Étude Cognitive, École Normale Supérieure, PSL, Paris, France

Camille Barbarot
Centre PsyCLÉ, Université Aix-Marseille, Aix-en-Provence, Provence-Alpes-Côte d’Azur, France



## ezbids

This dataset was converted to BIDS using ezBIDS (https://brainlife
Contributors: 
Sean Paulsen
Department of Computer Science, Dartmouth College, USA

Guilhem Marion
Laboratoire des Systèmes Perceptifs, Département d’Étude Cognitive, École Normale Supérieure, PSL, Paris, France

Claire Pelofi
Center for Language, Music and Emotion, New York University, Max Planck Institute for Empirical Aesthetics

Michael A",,True,Patient-Level,True,"Avg. Age: 30.00 years
Age Range: 19.00 to 55.00 years","Patients: 5
Sequences: 5",MRI,Adult,Brain
ds004868,https://openneuro.org/datasets/ds004868/versions/1.0.2,,Study procedures were approved by the NIH Institutional Review Board,All participants gave written informed consent. Study procedures were approved by the NIH Institutional Review Board.,True,Patient-Level,True,"Avg. Age: 38.70 years
Age Range: 31.00 to 50.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004869,https://openneuro.org/datasets/ds004869/versions/1.1.1,,,Animal studies adhered strictly to the National Institute of Mental Health Animal Care and Use Committee guidelines and conformed to the Institute of Medicine’s recommendations for laboratory animal care standards. The human component received approval from the National Institutes of Health (NIH) Combined Neurosciences Institutional Review Board (protocol numbers: 19-M-0079 and 20-M-0082; ClinicalTrials.gov identifiers: NCT03912428 and NCT04396873).,True,Patient-Level,True,"Avg. Age: 35.11 years
Age Range: 22.00 to 56.00 years","Patients: 27
Sequences: 27",MRI,Adult,Brain
ds004873,https://openneuro.org/datasets/ds004873/versions/2.0.3,,,,True,Patient-Level,True,"Avg. Age: 31.03 years
Age Range: 21.00 to 60.00 years","Patients: 75
Sequences: 75",MRI,Adult,Brain
ds004884,https://openneuro.org/datasets/ds004884/versions/1.0.2,,,"All data acquired from studies that were approved by the Institutional Review Board at the University of South Carolina. Because final dataset is fully anonymised, it meets exemption criteria.",True,Patient-Level,True,"Avg. Age: 57.70 years
Age Range: 23.00 to 80.00 years","Patients: 245
Sequences: 245",MRI,Adult,Brain
ds004889,https://openneuro.org/datasets/ds004889/versions/1.1.2,,,,True,Patient-Level,False,"Avg. Age: 64.77 years
Age Range: 16.00 to 89.00 years","Patients: 1505
Sequences: 1505",MRI,"Peds, Adult (>99.9%)",Brain
ds004892,https://openneuro.org/datasets/ds004892/versions/1.0.0,,,Ethical approval was given by the Geneva Cantonal Commission for Ethics in Research under the study reference 2018-02006.,True,Patient-Level,True,"Avg. Age: 25.33 years
Age Range: 18.00 to 34.00 years","Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004894,https://openneuro.org/datasets/ds004894/versions/1.0.0,,,,False,,,,"Patients: 49
Sequences: 49",MRI,,Brain
ds004906,https://openneuro.org/datasets/ds004906/versions/2.4.0,,,,False,,,,"Patients: 5
Sequences: 5",MRI,,Brain
ds004909,https://openneuro.org/datasets/ds004909/versions/1.1.0,,,This experiment was approved by Brown University's institutional review board (IRB approval code: 1606001539).,True,Patient-Level,True,"Avg. Age: 21.14 years
Age Range: 18.00 to 33.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds004910,https://openneuro.org/datasets/ds004910/versions/1.0.1,,"The Research Ethics Committee, Faculty of Medicine in Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, China approved the study protocols","All participants provided written informed consent before participation and signed informed consent regarding publishing their data. The Research Ethics Committee, Faculty of Medicine in Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, China approved the study protocols.",True,Patient-Level,True,"Avg. Age: 48.75 years
Age Range: 28.00 to 70.00 years","Patients: 20
Sequences: 20",MRI,Adult,Brain
ds004917,https://openneuro.org/datasets/ds004917/versions/1.0.1,10.1371/journal.pbio.3002452,,"IRB #2020-67 Comite Etico Cientifico, Universidad del Desarrollo, Chile (https://medicina.udd.cl/comite-etico-cientifico/)",True,Patient-Level,True,"Avg. Age: 24.06 years
Age Range: 18.00 to 31.00 years","Patients: 53
Sequences: 53",MRI,Adult,Brain
ds004920,https://openneuro.org/datasets/ds004920/versions/1.1.1,,"# Summary
This dataset is a pilot study supported by the National Institutes of Health",Temple IRB #24452,True,Patient-Level,True,"Avg. Age: 20.89 years
Age Range: 18.19 to 26.28 years","Patients: 59
Sequences: 59",MRI,Adult,Brain
ds004926,https://openneuro.org/datasets/ds004926/versions/1.3.0,,,,True,Patient-Level,True,"Avg. Age: 27.25 years
Age Range: 18.00 to 35.00 years","Patients: 40
Sequences: 40",MRI,Adult,Brain
ds004928,https://openneuro.org/datasets/ds004928/versions/1.0.0,,,,True,Patient-Level,False,"Avg. Age: 41.12 years
Age Range: 28.00 to 69.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004934,https://openneuro.org/datasets/ds004934/versions/1.0.0,https://doi.org/10.31234/osf.io/54x6b,,,True,Patient-Level,True,"Avg. Age: 26.38 years
Age Range: 18.00 to 46.00 years","Patients: 47
Sequences: 47",MRI,Adult,Brain
ds004937,https://openneuro.org/datasets/ds004937/versions/1.0.1,,,The study was approved by the authorized ethics committee of the University of Graz.,True,Patient-Level,True,"Avg. Age: 24.50 years
Age Range: 20.00 to 31.00 years","Patients: 22
Sequences: 22",MRI,Adult,Brain
ds004943,https://openneuro.org/datasets/ds004943/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 26.80 years
Age Range: 22.00 to 35.00 years","Patients: 5
Sequences: 5",MRI,Adult,Brain
ds004946,https://openneuro.org/datasets/ds004946/versions/1.0.0,,,,False,,,,"Patients: 103
Sequences: 103",MRI,,Brain
ds004956,https://openneuro.org/datasets/ds004956/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 38.87 years
Age Range: 21.00 to 55.00 years","Patients: 15
Sequences: 15",MRI,Adult,Brain
ds004957,https://openneuro.org/datasets/ds004957/versions/1.0.2,,,,False,,,,"Patients: 18
Sequences: 18",MRI,,Brain
ds004958,https://openneuro.org/datasets/ds004958/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 44.85 years
Age Range: 19.00 to 76.00 years","Patients: 34
Sequences: 34",MRI,Adult,Brain
ds004959,https://openneuro.org/datasets/ds004959/versions/1.0.0,,,,False,,,,"Patients: 10
Sequences: 10",MRI,,Brain
ds004962,https://openneuro.org/datasets/ds004962/versions/1.0.0,,,,False,,,,"Patients: 28
Sequences: 28",MRI,,Brain
ds004965,https://openneuro.org/datasets/ds004965/versions/1.0.1,,"io/phx9d/)


## Methods

### Subjects

N = 133 for MRI

Participants were recruited on university campus, through advertisements via press reports, social media, and mailing lists
### Task organization

No tasks during MRI – only structural scan sand resting-state scans
Tasks outside of MRI: Brief online assessment (~ 10 min), in person behavioral testing at the University (~ 2 hours)


### Additional data acquired

See above

### Experimental location

University of Graz, Austria, and Technical University of Graz, Austria

### Missing data

Since this study was realized in multiple parts, not all data is available from all participants
2024
Funding: Country of Styria, 2022 Call “Unconventional Science”, P11928
Ethics vote: University of Graz, Austria, GZ","University of Graz, Austria, GZ. 39/4/63 ex 2022/23",True,Patient-Level,True,"Avg. Age: 26.98 years
Age Range: 18.00 to 65.00 years","Patients: 133
Sequences: 133",MRI,Adult,Brain
ds004993,https://openneuro.org/datasets/ds004993/versions/1.1.2,,"All procedures were approved by the University of Texas at Austin Institutional Review Board
*Funding:* Support was provided by the National Institutes of Health National Institute on Deafness and Other Communication Disorders (R01 DC018579, to LSH)
This contains intracranial recordings collected by the Hamilton Lab at the University of Texas at Austin",All procedures were approved by the University of Texas at Austin Institutional Review Board.,True,Patient-Level,True,"Avg. Age: 16.00 years
Age Range: 14.00 to 19.00 years","Patients: 3
Sequences: 3",MRI,"Peds, Adult (>33.33%)",Brain
ds004996,https://openneuro.org/datasets/ds004996/versions/1.0.2,,,Swedish Ethical Review Authority (Dnr: 2021-06225-01),True,Patient-Level,True,"Avg. Age: 26.44 years
Age Range: 19.00 to 39.00 years","Patients: 50
Sequences: 50",MRI,Adult,Brain
ds005003,https://openneuro.org/datasets/ds005003/versions/1.0.5,,,,False,,,,"Patients: 41
Sequences: 41",MRI,,Brain
ds005009,https://openneuro.org/datasets/ds005009/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 25.53 years
Age Range: 20.00 to 32.00 years","Patients: 15
Sequences: 15",MRI,Adult,Brain
ds005012,https://openneuro.org/datasets/ds005012/versions/1.0.3,,"## Data Notes
Converted with in-house mids2bids at University of Michigan with the help of Krisanne Litinas

### Preprocessing notes:
- Discarded values for physio: Per Krisanne Litinas at the University of Michigan MRI lab, the MB fMRI protocol collects a 30-second buffer period plus 12 discarded volumes (9
Data transferred from University of Michigan to Stanford University July 2022
1162/imag_a_00262)

## Provenance
Collected at the University of Michigan under the grant: R01HD075806",Participants Consent was Acquired Consistent with the Approved IRB Protocol,True,Patient-Level,True,"Avg. Age: 19.25 years
Age Range: 17.20 to 21.40 years","Patients: 60
Sequences: 60",MRI,"Peds, Adult (>78.33%)",Brain
ds005016,https://openneuro.org/datasets/ds005016/versions/1.1.1,,,,False,,,,"Patients: 147
Sequences: 147",MRI,,Brain
ds005017,https://openneuro.org/datasets/ds005017/versions/1.0.1,,,,False,,,,"Patients: 39
Sequences: 39",MRI,,Brain
ds005025,https://openneuro.org/datasets/ds005025/versions/2.4.3,,,,False,,,,"Patients: 21
Sequences: 21",MRI,,Brain
ds005026,https://openneuro.org/datasets/ds005026/versions/1.0.0,10.1016/j.neurobiolaging.2021.09.024,,The experimental procedure was approved by the institutional review board of University of Salerno,True,Patient-Level,True,"Avg. Age: 62.16 years
Age Range: 47.00 to 78.00 years","Patients: 82
Sequences: 82",MRI,Adult,Brain
ds005027,https://openneuro.org/datasets/ds005027/versions/1.0.3,,"Data transferred from University of Michigan to Stanford University November 2022
1162/imag_a_00262)

## Provenance
Collected at the University of Michigan under the grant: R01AA012217",Participants Consent was Acquired Consistent with the Approved IRB Protocol,True,Patient-Level,True,"Avg. Age: 21.28 years
Age Range: 18.00 to 28.80 years","Patients: 175
Sequences: 175",MRI,Adult,Brain
ds005038,https://openneuro.org/datasets/ds005038/versions/1.0.3,,,,True,Patient-Level,True,"Avg. Age: 22.49 years
Age Range: 18.00 to 28.00 years","Patients: 71
Sequences: 71",MRI,Adult,Brain
ds005040,https://openneuro.org/datasets/ds005040/versions/1.2.0,,,,False,,,,"Patients: 50
Sequences: 50",MRI,,Brain
ds005047,https://openneuro.org/datasets/ds005047/versions/1.0.7,,,approval number: AF/SC-08/03.2,True,Patient-Level,True,"Avg. Age: 29.80 years
Age Range: 26.00 to 37.00 years","Patients: 5
Sequences: 5",MRI,Adult,Brain
ds005050,https://openneuro.org/datasets/ds005050/versions/1.0.0,https://www.biorxiv.org/content/10.1101/2024.02.13.580092v2,,,True,Patient-Level,True,"Avg. Age: 21.39 years
Age Range: 18.00 to 35.00 years","Patients: 44
Sequences: 44",MRI,Adult,Brain
ds005056,https://openneuro.org/datasets/ds005056/versions/1.0.0,,,Northwestern Institutional Review Board,True,Patient-Level,True,"Avg. Age: 26.52 years
Age Range: 19.00 to 50.00 years","Patients: 25
Sequences: 25",MRI,Adult,Brain
ds005063,https://openneuro.org/datasets/ds005063/versions/1.0.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds005069,https://openneuro.org/datasets/ds005069/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 26.00 years
Age Range: 26.00 to 26.00 years","Patients: 1
Sequences: 1",MRI,Adult,Brain
ds005072,https://openneuro.org/datasets/ds005072/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 26.00 years
Age Range: 26.00 to 26.00 years","Patients: 1
Sequences: 1",MRI,Adult,Brain
ds005073,https://openneuro.org/datasets/ds005073/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 40.03 years
Age Range: 23.00 to 53.00 years","Patients: 31
Sequences: 31",MRI,Adult,Brain
ds005075,https://openneuro.org/datasets/ds005075/versions/1.0.1,,,,False,,,,"Patients: 31
Sequences: 31",MRI,,Brain
ds005077,https://openneuro.org/datasets/ds005077/versions/1.0.2,,,Okinawa Institute of Science and Technology,True,Patient-Level,False,"Avg. Age: 24.55 years
Age Range: 22.00 to 33.00 years","Patients: 14
Sequences: 14",MRI,Adult,Brain
ds005085,https://openneuro.org/datasets/ds005085/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 19.90 years
Age Range: 18.00 to 22.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds005088,https://openneuro.org/datasets/ds005088/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 31.44 years
Age Range: 20.00 to 55.00 years","Patients: 27
Sequences: 27",MRI,Adult,Brain
ds005090,https://openneuro.org/datasets/ds005090/versions/1.1.0,,,,False,,,,"Patients: 7
Sequences: 7",MRI,,Brain
ds005096,https://openneuro.org/datasets/ds005096/versions/1.0.3,,,,False,,,,"Patients: 63
Sequences: 63",MRI,,Brain
ds005115,https://openneuro.org/datasets/ds005115/versions/1.2.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds005118,https://openneuro.org/datasets/ds005118/versions/1.0.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds005123,https://openneuro.org/datasets/ds005123/versions/1.1.3,,"# Summary
This is a preliminary release of a dataset supported by the National Institutes of Aging and National Institutes of Health
To address this gap, we are conducting a 5-year study funded by the National Institute on Aging (NIH R01-AG067011)",Temple University IRB #28455,True,Patient-Level,True,"Avg. Age: 42.78 years
Age Range: 21.00 to 80.00 years","Patients: 114
Sequences: 114",MRI,Adult,Brain
ds005125,https://openneuro.org/datasets/ds005125/versions/1.0.0,,,,False,,,,"Patients: 34
Sequences: 34",MRI,,Brain
ds005126,https://openneuro.org/datasets/ds005126/versions/1.0.3,,," The study was approved by the Ethics Committee of the National Institutes for Quantum Science and Technology in Chiba, Japan, and all participants provided written informed consent.",True,Patient-Level,True,"Avg. Age: 40.60 years
Age Range: 21.00 to 59.00 years","Patients: 35
Sequences: 35",MRI,Adult,Brain
ds005127,https://openneuro.org/datasets/ds005127/versions/1.0.4,https://doi.org/10.1016/j.jneumeth.2018.09.019,"This dataset contains data from an overnight EEG-fMRI study, performed in the
Advanced MRI section, LFMI, NINDS, National Institutes of Health, in approximately
2016-2017",NIH protocol 16-N-0031,True,Patient-Level,True,"Avg. Age: 25.23 years
Age Range: 20.80 to 33.10 years","Patients: 16
Sequences: 16",MRI,Adult,Brain
ds005128,https://openneuro.org/datasets/ds005128/versions/1.0.0,,,,False,,,,"Patients: 40
Sequences: 40",MRI,,Brain
ds005134,https://openneuro.org/datasets/ds005134/versions/1.0.0,,,Data acquisition was obtained under institutional approval from the University of Arizona. All participants provided written informed consent.,True,Patient-Level,True,"Avg. Age: 40.00 years
Age Range: 40.00 to 40.00 years","Patients: 1
Sequences: 1",MRI,Adult,Brain
ds005139,https://openneuro.org/datasets/ds005139/versions/1.0.7,,"## Participants 

All participants were recruited from undergraduate and graduate students at South China Normal University
## MRI imaging

MRI data were collected using a Siemens 3-Tesla Prisma Fit scanner equipped with a 20-channel head coil (Siemens, Erlangen, Germany) at the Brain Imaging Center of South China Normal University
, South China Normal University, Guang Zhou, China",,True,Patient-Level,True,"Avg. Age: 22.30 years
Age Range: 20.00 to 26.00 years","Patients: 27
Sequences: 27",MRI,Adult,Brain
ds005148,https://openneuro.org/datasets/ds005148/versions/1.1.0,,,,False,,,,"Patients: 16
Sequences: 16",MRI,,Brain
ds005165,https://openneuro.org/datasets/ds005165/versions/1.0.4,,,"The experiment was conducted in accordance with the Declaration of Helsinki and approved by the local ethics committee (Institutional Review Board of Massachusetts Institute of Technology, approval code: 1510287948)",True,Patient-Level,True,"Avg. Age: 27.40 years
Age Range: 23.00 to 32.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds005169,https://openneuro.org/datasets/ds005169/versions/1.0.0,https://doi.org/10.1016/j.brs.2025.05.138,,Bucharest University CEC 45/11.06.2020,True,Patient-Level,True,"Avg. Age: 29.45 years
Age Range: 18.00 to 47.00 years","Patients: 22
Sequences: 22",MRI,Adult,Brain
ds005191,https://openneuro.org/datasets/ds005191/versions/1.0.2,,,,False,,,,"Patients: 6
Sequences: 6",MRI,,Brain
ds005194,https://openneuro.org/datasets/ds005194/versions/1.1.0,10.1152/jn.00073.2024,,,True,Patient-Level,True,"Avg. Age: 27.62 years
Age Range: 23.00 to 35.00 years","Patients: 8
Sequences: 8",MRI,Adult,Brain
ds005215,https://openneuro.org/datasets/ds005215/versions/1.0.0,,,,False,,,,"Patients: 65
Sequences: 65",MRI,,Brain
ds005216,https://openneuro.org/datasets/ds005216/versions/1.1.0,,,,True,Patient-Level,True,"Avg. Age: 30.44 years
Age Range: 20.00 to 53.00 years","Patients: 78
Sequences: 78",MRI,Adult,Brain
ds005226,https://openneuro.org/datasets/ds005226/versions/1.0.0,,,Approval No.: 2022-168,True,Patient-Level,True,"Avg. Age: 22.09 years
Age Range: 20.00 to 25.00 years","Patients: 65
Sequences: 65",MRI,Adult,Brain
ds005230,https://openneuro.org/datasets/ds005230/versions/1.0.0,,,,False,,,,"Patients: 44
Sequences: 44",MRI,,Brain
ds005234,https://openneuro.org/datasets/ds005234/versions/2.1.7,,,,True,Patient-Level,True,"Avg. Age: 9.99 years
Age Range: 6.92 to 13.00 years","Patients: 74
Sequences: 74",MRI,Peds,Brain
ds005237,https://openneuro.org/datasets/ds005237/versions/1.0.6,,,,True,Patient-Level,True,"Avg. Age: 34.35 years
Age Range: 18.08 to 68.33 years","Patients: 245
Sequences: 245",MRI,Adult,Brain
ds005238,https://openneuro.org/datasets/ds005238/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 27.45 years
Age Range: 19.00 to 45.00 years","Patients: 11
Sequences: 11",MRI,Adult,Brain
ds005239,https://openneuro.org/datasets/ds005239/versions/1.0.1,,,,False,,,,"Patients: 4
Sequences: 4",MRI,,Brain
ds005250,https://openneuro.org/datasets/ds005250/versions/1.1.5,,,IRB 844353,True,Patient-Level,True,"Avg. Age: 24.50 years
Age Range: 21.00 to 30.00 years","Patients: 8
Sequences: 8",MRI,Adult,Brain
ds005261,https://openneuro.org/datasets/ds005261/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 25.94 years
Age Range: 21.00 to 34.00 years","Patients: 17
Sequences: 17",MRI,Adult,Brain
ds005263,https://openneuro.org/datasets/ds005263/versions/1.0.0,,,"UC Santa Barbara Human Subject's Committee protocol # 41-24-0102
(Highres_FC only): UC Santa Barbara Human Subject's Committee protocol # 42-22-0712 and USC's Human Research Protection Program protocol # HS-22-00008",True,Patient-Level,True,"Avg. Age: 20.82 years
Age Range: 18.00 to 26.00 years","Patients: 68
Sequences: 68",MRI,Adult,Brain
ds005264,https://openneuro.org/datasets/ds005264/versions/1.0.0,,,"UC Santa Barbara Human Subject's Committee protocol # 41-24-0102
(Highres_FC only): UC Santa Barbara Human Subject's Committee protocol # 42-22-0712 and USC's Human Research Protection Program protocol # HS-22-00008",True,Patient-Level,True,"Avg. Age: 29.68 years
Age Range: 21.00 to 39.00 years","Patients: 28
Sequences: 28",MRI,Adult,Brain
ds005265,https://openneuro.org/datasets/ds005265/versions/1.0.0,,,"UC Santa Barbara Human Subject's Committee protocol # 41-24-0102
(Highres_FC only): UC Santa Barbara Human Subject's Committee protocol # 42-22-0712 and USC's Human Research Protection Program protocol # HS-22-00008",True,Patient-Level,False,"Avg. Age: 20.57 years
Age Range: 18.00 to 26.00 years","Patients: 78
Sequences: 78",MRI,Adult,Brain
ds005266,https://openneuro.org/datasets/ds005266/versions/1.0.0,,,"UC Santa Barbara Human Subject's Committee protocol # 41-24-0102
(Highres_FC only): UC Santa Barbara Human Subject's Committee protocol # 42-22-0712 and USC's Human Research Protection Program protocol # HS-22-00008",True,Patient-Level,True,"Avg. Age: 20.47 years
Age Range: 18.00 to 30.00 years","Patients: 68
Sequences: 68",MRI,Adult,Brain
ds005267,https://openneuro.org/datasets/ds005267/versions/1.0.1,,"at
- **Institution**:  Institute of Psychology, University of Graz, Universitaetsplatz 2/DG, A-8010 Graz",The study was approved by the ethics committee of the University Graz and was conducted according to the general principles of the Declaration of Helsinki.,True,Patient-Level,True,"Avg. Age: 23.86 years
Age Range: 20.00 to 28.00 years","Patients: 21
Sequences: 21",MRI,Adult,Brain
ds005270,https://openneuro.org/datasets/ds005270/versions/1.0.0,"https://doi.org/10.1016/j.neurobiolaging.2021.03.019, https://doi.org/10.1162/jocn_a_01685, https://doi.org/10.1016/j.neurobiolaging.2022.01.010, https://doi.org/10.1093/scan/nsad044, https://doi.org/10.1101/2023.10.22.563476",,Baycrest Health Sciences (Protocol #16-21),True,Patient-Level,True,"Avg. Age: 49.28 years
Age Range: 20.00 to 86.00 years","Patients: 158
Sequences: 158",MRI,Adult,Brain
ds005279,https://openneuro.org/datasets/ds005279/versions/1.0.3,,,,False,,,,"Patients: 30
Sequences: 30",MRI,,Brain
ds005295,https://openneuro.org/datasets/ds005295/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 21.12 years
Age Range: 18.00 to 38.00 years","Patients: 17
Sequences: 17",MRI,Adult,Brain
ds005299,https://openneuro.org/datasets/ds005299/versions/1.0.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds005304,https://openneuro.org/datasets/ds005304/versions/1.0.3,,,,False,,,,"Patients: 35
Sequences: 35",MRI,,Brain
ds005355,https://openneuro.org/datasets/ds005355/versions/1.0.1,,,,False,,,,"Patients: 12
Sequences: 12",MRI,,Brain
ds005357,https://openneuro.org/datasets/ds005357/versions/1.0.0,,,,False,,,,"Patients: 45
Sequences: 45",MRI,,Brain
